ProductKey,ProductName,BrandKey,Subcategory,Category
2106,Contoso Water Heater 4.3GPM M1250 Grey,3,Water Heaters,Home Appliances
306,SV Car Video LCD7 M7002 Black,8,Car Video,TV and Video
2043,Litware Microwave 1.5CuFt X110 Black,5,Microwaves,Home Appliances
190,SV 8xDVD E130 Silver,8,VCD & DVD,TV and Video
1119,"Fabrikam SLR Camera 35"" M358 Grey",4,Digital SLR Cameras,Cameras and camcorders
2264,WWI Chandelier M815 Blue,11,Lamps,Home Appliances
813,Contoso Education Supplies Bundle E200 Grey,3,Computers Accessories,Computers
977,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,1,Digital Cameras,Cameras and camcorders
484,Proseware LCD17W E202 White,7,Monitors,Computers
2201,Adventure Works Chandelier M6150 White,2,Lamps,Home Appliances
389,Adventure Works Laptop16 M1601 Blue,2,Laptops,Computers
2413,Litware 18'' Adjustable Oscillating Pedestal Fan E301 Black,5,Fans,Home Appliances
2402,Proseware Air conditioner 6000BTU E180 Silver,7,Air Conditioners,Home Appliances
1424,The Phone Company Touch Screen Phones - LCD M12 Black,10,Touch Screen Phones,Cell phones
1504,The Phone Company Smart phones 160x160 M26 Pink,10,Smart phones & PDAs,Cell phones
1145,"Fabrikam Home and Vacation Moviemaker 1/2"" 3mm M300 Orange",4,Camcorders,Cameras and camcorders
121,"Adventure Works 13"" Color TV E25 White",2,Televisions,TV and Video
1718,MGS Zoo Tycoon 2: Zookeeper Collection M260,9,Download Games,Games and Toys
1783,MGS Age of Empires III 2008 E139,9,Download Games,Games and Toys
713,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,7,"Printers, Scanners & Fax",Computers
6,Contoso 2G MP3 Player E200 Black,3,MP4&MP3,Audio
687,Proseware High Speed Laser Fax M2000 Grey,7,"Printers, Scanners & Fax",Computers
680,Proseware Mobile Receipt and Document Scanner M200 Grey,7,"Printers, Scanners & Fax",Computers
702,Proseware Laser Jet Printer E100 White,7,"Printers, Scanners & Fax",Computers
1623,Contoso DVD Recorder L210 Silver,3,Movie DVD,"Music, Movies and Audio Books"
1249,Contoso Rechargeable Li-Ion Battery Pack E300 White,3,Cameras & Camcorders Accessories,Cameras and camcorders
1008,A. Datum Consumer Digital Camera M300 Orange,1,Digital Cameras,Cameras and camcorders
1082,Contoso SLR Camera M143 Silver,3,Digital SLR Cameras,Cameras and camcorders
1406,Contoso Phone with Memory Dialing-single line E88 Grey,3,Home & Office Phones,Cell phones
1030,A. Datum Slim Digital Camera M180 Azure,1,Digital Cameras,Cameras and camcorders
1016,A. Datum Slim Digital Camera M180 Green,1,Digital Cameras,Cameras and camcorders
1615,SV DVD 15-Inch Player Portable L200 White,8,Movie DVD,"Music, Movies and Audio Books"
343,Fabrikam Laptop19 M9000 Black,4,Laptops,Computers
2292,Proseware Desk Lamp E0130 Silver,7,Lamps,Home Appliances
2325,Litware Desk Lamp E1020 White,5,Lamps,Home Appliances
1532,The Phone Company PDA Palm 3.5 inch M810 Black,10,Smart phones & PDAs,Cell phones
1592,SV DVD 48 DVD Storage Binder M50 Red,8,Movie DVD,"Music, Movies and Audio Books"
1190,"Fabrikam Social Videographer 1/3"" 8.5mm E200 Orange",4,Camcorders,Cameras and camcorders
2232,WWI Chandelier M815 Black,11,Lamps,Home Appliances
1558,The Phone Company PDA Wifi 4.7-inch L290 White,10,Smart phones & PDAs,Cell phones
1197,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Grey,4,Camcorders,Cameras and camcorders
2250,WWI Wall Lamp E215 Silver,11,Lamps,Home Appliances
1247,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,3,Cameras & Camcorders Accessories,Cameras and camcorders
429,Adventure Works Desktop PC2.30 MD230 Brown,2,Desktops,Computers
1018,A. Datum All in One Digital Camera M200 Green,1,Digital Cameras,Cameras and camcorders
1590,SV DVD 60 DVD Storage Binder L20 Silver,8,Movie DVD,"Music, Movies and Audio Books"
1996,Fabrikam Microwave 2.2CuFt M1250 Grey,4,Microwaves,Home Appliances
423,Adventure Works Desktop PC2.30 MD230 Black,2,Desktops,Computers
599,Contoso Projector 1080p X980 Silver,3,Projectors & Screens,Computers
1780,MGS Zoo Tycoon 2: African Adventure 2008 E136,9,Download Games,Games and Toys
242,Contoso Home Theater System 7.1 Channel M1700 Black,3,Home Theater System,TV and Video
1732,MGS Age of Mythology: The Titans Expansion M350,9,Download Games,Games and Toys
49,WWI 2GB Pulse Smart pen M100 White,11,Recording Pen,Audio
1850,NT Washer & Dryer 21in E2100 White,6,Washers & Dryers,Home Appliances
218,Litware Home Theater System 5.1 Channel M513 Silver,5,Home Theater System,TV and Video
264,Contoso Home Theater System 4.1 Channel M1420 Silver,3,Home Theater System,TV and Video
1896,Contoso Washer & Dryer 15.5in E155 Pink,3,Washers & Dryers,Home Appliances
1885,Contoso Washer & Dryer 21in E210 Green,3,Washers & Dryers,Home Appliances
692,Proseware High-Performance Business-Class Laser Fax X200 Grey,7,"Printers, Scanners & Fax",Computers
2100,Contoso Water Heater 7.2GPM X1800 Silver,3,Water Heaters,Home Appliances
354,Fabrikam Laptop12 M2001 Silver,4,Laptops,Computers
2410,Litware 3-Speed Oscillating High-Performance Fan E201 Black,5,Fans,Home Appliances
1273,Contoso Lens Cap Keeper E314 Silver,3,Cameras & Camcorders Accessories,Cameras and camcorders
2207,Adventure Works Floor Lamp M2150 Silver,2,Lamps,Home Appliances
1908,Fabrikam Refrigerator 1.7CuFt E1200 Brown,4,Refrigerators,Home Appliances
2045,Litware Microwave 1.6CuFt M125 Black,5,Microwaves,Home Appliances
2267,WWI Wall Lamp E315 Blue,11,Lamps,Home Appliances
888,Contoso Bluetooth Notebook Mouse E70 White,3,Computers Accessories,Computers
1199,Fabrikam Budget Moviemaker 2/3'' 17mm E100 Grey,4,Camcorders,Cameras and camcorders
2312,Litware Chandelier M8015 Black,5,Lamps,Home Appliances
1122,Fabrikam SLR Camera M148 Silver Grey,4,Digital SLR Cameras,Cameras and camcorders
326,SV Car Video TFT7 M7000 Brown,8,Car Video,TV and Video
2016,Fabrikam Microwave 1.0CuFt E1100 Blue,4,Microwaves,Home Appliances
1364,Contoso Phone System Accessory Handset with Charger M308 White,3,Home & Office Phones,Cell phones
2283,Proseware Wall Lamp E0315 White,7,Lamps,Home Appliances
500,Adventure Works CRT19 E10 Black,2,Monitors,Computers
2187,Fabrikam Coffee Maker 4C E080 Grey,4,Coffee Machines,Home Appliances
1608,SV DVD 7-Inch Player Portable E200 Silver,8,Movie DVD,"Music, Movies and Audio Books"
1439,The Phone Company Sharp Touch Screen Phones M910 Grey,10,Touch Screen Phones,Cell phones
965,A. Datum Consumer Digital Camera E100 Grey,1,Digital Cameras,Cameras and camcorders
1931,Fabrikam Refrigerator 3.2CuFt E1600 Grey,4,Refrigerators,Home Appliances
2004,Fabrikam Microwave 1.0CuFt E1100 Red,4,Microwaves,Home Appliances
1979,Litware Refrigerator 3.2CuFt E160 Orange,5,Refrigerators,Home Appliances
526,WWI LCD17W E200 Black,11,Monitors,Computers
627,WWI Projector 480p DLP12 White,11,Projectors & Screens,Computers
9,Contoso 4G MP3 Player E400 Black,3,MP4&MP3,Audio
850,Contoso Laptop Keyboard X105 Black,3,Computers Accessories,Computers
180,SV 8xDVD E100 Silver,8,VCD & DVD,TV and Video
1698,SV Hand Games for students E40 Red,8,Boxed Games,Games and Toys
1031,A. Datum Ultra Compact Digital Camera M190 Azure,1,Digital Cameras,Cameras and camcorders
1284,Contoso Mini Battery Charger Kit E320 Black,3,Cameras & Camcorders Accessories,Cameras and camcorders
777,Contoso Reserve Pen -Tablet Pen E200 Blue,3,Computers Accessories,Computers
1028,A. Datum Compact Digital Camera M200 Azure,1,Digital Cameras,Cameras and camcorders
1157,"Fabrikam Independent Filmmaker 1/2"" 3mm X300 Orange",4,Camcorders,Cameras and camcorders
2160,Adventure Works Coffee Maker 12C M100 Grey,2,Coffee Machines,Home Appliances
335,SV Car Video LCD9.2W X9281 Brown,8,Car Video,TV and Video
2369,Contoso Air conditioner 25000BTU L1672 Grey,3,Air Conditioners,Home Appliances
880,Contoso Optical Wheel OEM PS/2 Mouse E60 Black,3,Computers Accessories,Computers
1370,Contoso Expandable1-Handset Cordless Phone System M207 White,3,Home & Office Phones,Cell phones
225,Litware Home Theater System 5.1 Channel M511 Brown,5,Home Theater System,TV and Video
1998,Fabrikam Microwave 1.0CuFt E1100 Grey,4,Microwaves,Home Appliances
1487,The Phone Company Smart phones Unlocked M300 Grey,10,Smart phones & PDAs,Cell phones
2307,Proseware Wall Lamp E0315 Blue,7,Lamps,Home Appliances
2180,Fabrikam Coffee Maker 5C E090 White,4,Coffee Machines,Home Appliances
754,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Black,3,Computers Accessories,Computers
1013,A. Datum Full Frame Digital Camera X300 Orange,1,Digital Cameras,Cameras and camcorders
2213,Adventure Works Desk Lamp E1200 Silver,2,Lamps,Home Appliances
2159,Adventure Works Coffee Maker Auto 10C M100 Grey,2,Coffee Machines,Home Appliances
1174,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,4,Camcorders,Cameras and camcorders
1963,Litware Refrigerator 24.7CuFt X980 Blue,5,Refrigerators,Home Appliances
10,Contoso 4G MP3 Player E400 Green,3,MP4&MP3,Audio
1577,SV DVD Recorder L200 Black,8,Movie DVD,"Music, Movies and Audio Books"
1697,SV Hand Games for kids E30 Red,8,Boxed Games,Games and Toys
1684,MGS Hand Games for Office worker L299 Silver,9,Boxed Games,Games and Toys
682,Proseware All-In-One Photo Printer M200 Grey,7,"Printers, Scanners & Fax",Computers
361,Fabrikam Laptop13.3W M3080 Red,4,Laptops,Computers
1149,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,4,Camcorders,Cameras and camcorders
2274,Proseware Wall Lamp E0215 Black,7,Lamps,Home Appliances
2268,WWI Desk Lamp E130 Blue,11,Lamps,Home Appliances
1591,SV DVD 55DVD Storage Binder M56 Silver,8,Movie DVD,"Music, Movies and Audio Books"
1420,The Phone Company Finger Touch Screen Phones M30 Black,10,Touch Screen Phones,Cell phones
2036,Litware Microwave 0.8CuFt E080 Grey,5,Microwaves,Home Appliances
282,Contoso Home Theater System 4.1 Channel M1400 Brown,3,Home Theater System,TV and Video
1172,Fabrikam Budget Moviemaker 1'' 25mm E400 White,4,Camcorders,Cameras and camcorders
1427,"The Phone Company Touch Screen Phones 26-2.2"" M200 Grey",10,Touch Screen Phones,Cell phones
1089,"Contoso SLR Camera 35"" X358 Silver Grey",3,Digital SLR Cameras,Cameras and camcorders
1214,Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey,4,Camcorders,Cameras and camcorders
1015,A. Datum Rangefinder Digital Camera X200 Green,1,Digital Cameras,Cameras and camcorders
2141,Adventure Works Coffee Maker Auto 10C M100 Black,2,Coffee Machines,Home Appliances
1033,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,1,Digital Cameras,Cameras and camcorders
2277,Proseware Desk Lamp E0120 Black,7,Lamps,Home Appliances
1012,A. Datum Point Shoot Digital Camera M500 Orange,1,Digital Cameras,Cameras and camcorders
1151,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,4,Camcorders,Cameras and camcorders
1386,Contoso KSU-less key system M38 Grey,3,Home & Office Phones,Cell phones
1146,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue",4,Camcorders,Cameras and camcorders
1880,Contoso Washer & Dryer 21in E210 Blue,3,Washers & Dryers,Home Appliances
1924,Fabrikam Refrigerator 4.6CuFt E2800 Blue,4,Refrigerators,Home Appliances
202,Litware Home Theater System 5.1 Channel M513 Black,5,Home Theater System,TV and Video
1743,MGS Combat Flight Simulator 3 E119,9,Download Games,Games and Toys
1716,MGS Age of Empires III: The War Chiefs M240,9,Download Games,Games and Toys
1811,MGS Bicycle Casino Games2009 E167,9,Download Games,Games and Toys
1750,MGS Bicycle Card Games X600,9,Download Games,Games and Toys
679,Proseware Ink Jet Fax Machine E100 Grey,7,"Printers, Scanners & Fax",Computers
561,Proseware Screen 85in E1010 White,7,Projectors & Screens,Computers
807,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,3,Computers Accessories,Computers
1385,Contoso Multi-line phones M30 Grey,3,Home & Office Phones,Cell phones
991,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,1,Digital Cameras,Cameras and camcorders
1905,Fabrikam Refrigerator 9.7CuFt M5600 Brown,4,Refrigerators,Home Appliances
922,SV USB Data Cable E600 Grey,8,Computers Accessories,Computers
1323,Contoso 4 Handset Cordless Phone System M86 Black,3,Home & Office Phones,Cell phones
820,Contoso Home/Office Laptop Power Adapter E300 Grey,3,Computers Accessories,Computers
808,Contoso Rechargeable Battery E100 Grey,3,Computers Accessories,Computers
2177,Fabrikam Coffee Maker Auto 10C M100 White,4,Coffee Machines,Home Appliances
2353,Contoso Air conditioner 6000BTU E0180 White,3,Air Conditioners,Home Appliances
2084,Contoso Microwave 0.8CuFt E0080 Black,3,Microwaves,Home Appliances
2286,Proseware Floor Lamp X0115 Silver,7,Lamps,Home Appliances
394,WWI Laptop15.4W M0156 Black,11,Laptops,Computers
1184,Fabrikam Business Videographer 1'' 25mm M600 White,4,Camcorders,Cameras and camcorders
167,SV 8xDVD E100 Black,8,VCD & DVD,TV and Video
2417,Litware 3-Speed Oscillating Blower Fan M115 Black,5,Fans,Home Appliances
331,SV Car Video AM/FM E1000 Brown,8,Car Video,TV and Video
1229,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Black,4,Camcorders,Cameras and camcorders
2066,Contoso Microwave 0.8CuFt E0080 Silver,3,Microwaves,Home Appliances
1430,The Phone Company Touch Screen Phones SAW/Built-in M801 Grey,10,Touch Screen Phones,Cell phones
1207,Fabrikam Independent Filmmaker 2/3'' 17mm X100 Grey,4,Camcorders,Cameras and camcorders
2123,Contoso Coffee Maker Auto 10C M1000 Silver,3,Coffee Machines,Home Appliances
984,A. Datum Point Shoot Digital Camera M500 Pink,1,Digital Cameras,Cameras and camcorders
380,Adventure Works Laptop19W X1980 Red,2,Laptops,Computers
1624,Contoso DVD Recorder L220 White,3,Movie DVD,"Music, Movies and Audio Books"
2466,Litware USB Durable Desk Soft Fan E1401 Red,5,Fans,Home Appliances
2506,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,3,Cell phones Accessories,Cell phones
507,Adventure Works LCD20 M210 White,2,Monitors,Computers
1474,The Phone Company Smart phones 160x160 M26 Black,10,Smart phones & PDAs,Cell phones
1445,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",10,Touch Screen Phones,Cell phones
1232,Fabrikam Business Videographer 1'' 25mm M600 Black,4,Camcorders,Cameras and camcorders
1533,The Phone Company PDA Palm 3.7 inch M830 Black,10,Smart phones & PDAs,Cell phones
1357,Contoso Private Automatic Branch Exchange M65 White,3,Home & Office Phones,Cell phones
1949,Litware Refrigerator 3.2CuFt E160 Brown,5,Refrigerators,Home Appliances
2259,WWI Wall Lamp E315 Grey,11,Lamps,Home Appliances
312,SV Car Video TFT6.2W E6281 Silver,8,Car Video,TV and Video
2380,Contoso Air conditioner 7000BTU E0260 Blue,3,Air Conditioners,Home Appliances
1426,"The Phone Company Touch Screen Phone 1600 TFT-1.4"" L250 Grey",10,Touch Screen Phones,Cell phones
1189,"Fabrikam Social Videographer 1/2"" 3mm E300 Orange",4,Camcorders,Cameras and camcorders
1022,A. Datum Consumer Digital Camera M300 Green,1,Digital Cameras,Cameras and camcorders
2005,Fabrikam Microwave 0.9CuFt E0900 Red,4,Microwaves,Home Appliances
666,Proseware Office Jet All-in-One Printer M500 Black,7,"Printers, Scanners & Fax",Computers
704,Proseware Laser Jet All in one X300 White,7,"Printers, Scanners & Fax",Computers
142,"Adventure Works 15.6"" LCD TV M130W Black",2,Televisions,TV and Video
615,WWI Projector 480p LCD12 Black,11,Projectors & Screens,Computers
277,Contoso Home Theater System 4.1 Channel M1420 White,3,Home Theater System,TV and Video
1740,MGS MechCollection E116,9,Download Games,Games and Toys
253,Contoso Home Theater System 2.1 Channel E1200 Silver,3,Home Theater System,TV and Video
591,Contoso Projector 480p M480 White,3,Projectors & Screens,Computers
573,Proseware Screen 85in E1010 Silver,7,Projectors & Screens,Computers
630,WWI Screen 106in M1609 White,11,Projectors & Screens,Computers
1662,MGS Hand Games for students E400 Yellow,9,Boxed Games,Games and Toys
943,SV PCI Network Adapter E905 Silver,8,Computers Accessories,Computers
1377,Contoso Phone for MSN E200 White,3,Home & Office Phones,Cell phones
1318,Contoso 3 Handset Cordless Phone System  E30 Black,3,Home & Office Phones,Cell phones
2355,Contoso Air conditioner 25000BTU L1672 Red,3,Air Conditioners,Home Appliances
2202,Adventure Works Wall Lamp E2150 White,2,Lamps,Home Appliances
1243,Fabrikam Social Videographer 1'' 25mm E400 White,4,Camcorders,Cameras and camcorders
2273,Proseware Chandelier M0615 Black,7,Lamps,Home Appliances
1388,Contoso Private Branch Exchange M88 Grey,3,Home & Office Phones,Cell phones
1334,Contoso Expandable 3-Handset Cordless Phone System M204 Black,3,Home & Office Phones,Cell phones
921,SV USB Data Cable E600 Silver,8,Computers Accessories,Computers
2484,Litware 18'' Oscillating Pedestal Fan M145 Pink,5,Fans,Home Appliances
1396,Contoso Expandable Cordless Phone System M008 Grey,3,Home & Office Phones,Cell phones
855,Contoso Multimedia Speakers M25 Blue,3,Computers Accessories,Computers
1422,The Phone Company Sharp Touch Screen Phones M910 Black,10,Touch Screen Phones,Cell phones
1171,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,4,Camcorders,Cameras and camcorders
2029,Litware Microwave 0.9CuFt E090 Silver,5,Microwaves,Home Appliances
1200,Fabrikam Trendsetter 1'' 25mm X400 Grey,4,Camcorders,Cameras and camcorders
1014,A. Datum Compact Digital Camera M200 Green,1,Digital Cameras,Cameras and camcorders
1228,"Fabrikam Independent Filmmaker 1"" 25mm X400 Blue",4,Camcorders,Cameras and camcorders
1612,SV DVD 12-Inch Player Portable M400 White,8,Movie DVD,"Music, Movies and Audio Books"
128,"Adventure Works 19"" Color Digital TV E35 Brown",2,Televisions,TV and Video
408,Proseware Laptop15.4W M518 Black,7,Laptops,Computers
1154,"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue",4,Camcorders,Cameras and camcorders
1934,Fabrikam Refrigerator 19CuFt M7600 Orange,4,Refrigerators,Home Appliances
17,Contoso 8GB Super-Slim MP3/Video Player M800 Red,3,MP4&MP3,Audio
1639,Contoso DVD 38 DVD Storage Binder E25 Red,3,Movie DVD,"Music, Movies and Audio Books"
2128,Contoso Coffee Maker Super-Auto 12C X1250 White,3,Coffee Machines,Home Appliances
1736,MGS Rise of Nations E112,9,Download Games,Games and Toys
272,Contoso Home Theater System 4.1 Channel M1410 White,3,Home Theater System,TV and Video
1854,NT Washer & Dryer 24in M2400 Silver,6,Washers & Dryers,Home Appliances
992,A. Datum Super-zoom Digital Camera X300 Silver,1,Digital Cameras,Cameras and camcorders
432,Adventure Works Desktop PC1.80 ED182 Brown,2,Desktops,Computers
